,Unnamed: 0,binomial,country,continent,genus,family,UUID,source,subset,class_id,image_path
33,347438,Coluber constrictor,United States of America,North America,Coluber,Colubridae,ff76199ce4864e87b6cb1eee6f0a1e92,inaturalist,val,144,/Datasets/SnakeCLEF-2021/inaturalist/ff76199ce4864e87b6cb1eee6f0a1e92.jpg
34,347439,Lampropeltis triangulum,unknown,unknown,Lampropeltis,Colubridae,a47c1ab8e178453d8bab57bfd19f770c,inaturalist,val,363,/Datasets/SnakeCLEF-2021/inaturalist/a47c1ab8e178453d8bab57bfd19f770c.jpg
35,347440,Nerodia rhombifer,United States of America,North America,Nerodia,Colubridae,ced111f770ba475897f8e37f38635359,inaturalist,val,479,/Datasets/SnakeCLEF-2021/inaturalist/ced111f770ba475897f8e37f38635359.jpg
36,347441,Agkistrodon contortrix,United States of America,North America,Agkistrodon,Viperidae,9a652081663d44849a7fe3ba186d4e14,inaturalist,val,18,/Datasets/SnakeCLEF-2021/inaturalist/9a652081663d44849a7fe3ba186d4e14.jpg
37,347442,Nerodia fasciata,unknown,unknown,Nerodia,Colubridae,30a8ce134adc474689d8200694630800,inaturalist,val,476,/Datasets/SnakeCLEF-2021/inaturalist/30a8ce134adc474689d8200694630800.jpg
38,347443,Coronella austriaca,Hungary,Europe,Coronella,Colubridae,0121540303924b1d92daeae4d72dd029,inaturalist,val,161,/Datasets/SnakeCLEF-2021/inaturalist/0121540303924b1d92daeae4d72dd029.jpg
39,347444,Thamnophis sirtalis,United States of America,North America,Thamnophis,Colubridae,014bf305b3ab4075a3d559ec03ab950a,inaturalist,val,706,/Datasets/SnakeCLEF-2021/inaturalist/014bf305b3ab4075a3d559ec03ab950a.jpg
40,347445,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,e0456eec89854e8f8ad61b3836208201,inaturalist,val,165,/Datasets/SnakeCLEF-2021/inaturalist/e0456eec89854e8f8ad61b3836208201.jpg
41,347446,Pantherophis obsoletus,United States of America,North America,Pantherophis,Colubridae,807ca6087d084d4d8c7a7cc49d554e8e,herpmapper,val,520,/Datasets/SnakeCLEF-2021/herpmapper/807ca6087d084d4d8c7a7cc49d554e8e.jpg
42,347447,Mastigodryas melanolomus,Mexico,North America,Mastigodryas,Colubridae,bb86b24720604069be6b09cd65666180,inaturalist,val,433,/Datasets/SnakeCLEF-2021/inaturalist/bb86b24720604069be6b09cd65666180.jpg
43,347448,Nerodia rhombifer,United States of America,North America,Nerodia,Colubridae,81c692ad34994282bb4051c5abd76b24,inaturalist,val,479,/Datasets/SnakeCLEF-2021/inaturalist/81c692ad34994282bb4051c5abd76b24.jpg
44,347449,Zamenis longissimus,Czech Republic,Europe,Zamenis,Colubridae,5ba7c616194244c59506a1f3c973771a,inaturalist,val,769,/Datasets/SnakeCLEF-2021/inaturalist/5ba7c616194244c59506a1f3c973771a.jpg
45,347450,Agkistrodon contortrix,United States of America,North America,Agkistrodon,Viperidae,61341416a09446aeaddf560b11f34be5,inaturalist,val,18,/Datasets/SnakeCLEF-2021/inaturalist/61341416a09446aeaddf560b11f34be5.jpg
46,347451,Coronella girondica,unknown,unknown,Coronella,Colubridae,a0a35141af6a40af9605673ca88395a5,flickr,val,162,/Datasets/SnakeCLEF-2021/flickr/a0a35141af6a40af9605673ca88395a5.jpg
47,347452,Storeria occipitomaculata,United States of America,North America,Storeria,Colubridae,0a85620222fb439caadf6f2c7488a4a5,inaturalist,val,663,/Datasets/SnakeCLEF-2021/inaturalist/0a85620222fb439caadf6f2c7488a4a5.jpg
48,347453,Agkistrodon contortrix,United States of America,North America,Agkistrodon,Viperidae,1579bcb054bb4c0fb7f7b62d8cd0d89b,inaturalist,val,18,/Datasets/SnakeCLEF-2021/inaturalist/1579bcb054bb4c0fb7f7b62d8cd0d89b.jpg
49,347454,Crotalus pyrrhus,United States of America,North America,Crotalus,Viperidae,916de7662540440e811604c1aba6127b,inaturalist,val,183,/Datasets/SnakeCLEF-2021/inaturalist/916de7662540440e811604c1aba6127b.jpg
50,347455,Crotalus scutulatus,United States of America,North America,Crotalus,Viperidae,c782b6053d1a441286f18abe9d6afc60,herpmapper,val,186,/Datasets/SnakeCLEF-2021/herpmapper/c782b6053d1a441286f18abe9d6afc60.jpg
51,347456,Opheodrys aestivus,United States of America,North America,Opheodrys,Colubridae,8e9cef00b67a4ea482727e7723014fe8,inaturalist,val,495,/Datasets/SnakeCLEF-2021/inaturalist/8e9cef00b67a4ea482727e7723014fe8.jpg
52,347457,Thamnophis radix,United States of America,North America,Thamnophis,Colubridae,43cdc9f94b19477d82fa0bcbff0f6a80,inaturalist,val,701,/Datasets/SnakeCLEF-2021/inaturalist/43cdc9f94b19477d82fa0bcbff0f6a80.jpg
53,347458,Agkistrodon bilineatus,Mexico,North America,Agkistrodon,Viperidae,44f7023633aa4eaeaba451c554227b76,inaturalist,val,16,/Datasets/SnakeCLEF-2021/inaturalist/44f7023633aa4eaeaba451c554227b76.jpg
54,347459,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,324e7311b2844c53865d10c0813b65b8,herpmapper,val,165,/Datasets/SnakeCLEF-2021/herpmapper/324e7311b2844c53865d10c0813b65b8.jpg
55,347460,Hemorrhois hippocrepis,Portugal,Europe,Hemorrhois,Colubridae,e4ca26bfeff34e489bdd11865879a2b6,inaturalist,val,315,/Datasets/SnakeCLEF-2021/inaturalist/e4ca26bfeff34e489bdd11865879a2b6.jpg
56,347461,Virginia valeriae,United States of America,North America,Virginia,Colubridae,20201fe657464373a9ac528b80c23463,inaturalist,val,755,/Datasets/SnakeCLEF-2021/inaturalist/20201fe657464373a9ac528b80c23463.jpg
57,347462,Natrix natrix,Russia,Europe,Natrix,Colubridae,0014eb6947724efc906088d0a6ee9a1d,inaturalist,val,471,/Datasets/SnakeCLEF-2021/inaturalist/0014eb6947724efc906088d0a6ee9a1d.jpg
58,347463,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,23c40270892845f9a234d336efbaf034,herpmapper,val,165,/Datasets/SnakeCLEF-2021/herpmapper/23c40270892845f9a234d336efbaf034.jpg
59,347464,Python regius,unknown,unknown,Python,Pythonidae,0985fbcda316464ba1257d38919f09b1,flickr,val,605,/Datasets/SnakeCLEF-2021/flickr/0985fbcda316464ba1257d38919f09b1.jpg
60,347465,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,b8c2afdeb8864dc388dee7ac479c1ee5,inaturalist,val,165,/Datasets/SnakeCLEF-2021/inaturalist/b8c2afdeb8864dc388dee7ac479c1ee5.jpg
61,347466,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,38d17afbad754b69ba60b4e08965d137,inaturalist,val,165,/Datasets/SnakeCLEF-2021/inaturalist/38d17afbad754b69ba60b4e08965d137.jpg
62,347467,Lampropeltis triangulum,United States of America,North America,Lampropeltis,Colubridae,641e16e7432f44afa659e144887b2c80,inaturalist,val,363,/Datasets/SnakeCLEF-2021/inaturalist/641e16e7432f44afa659e144887b2c80.jpg
63,347468,Philothamnus semivariegatus,unknown,unknown,Philothamnus,Colubridae,87088d8931d14fb9a5fd226097ae4389,inaturalist,val,541,/Datasets/SnakeCLEF-2021/inaturalist/87088d8931d14fb9a5fd226097ae4389.jpg
64,347469,Thamnophis sirtalis,United States of America,North America,Thamnophis,Colubridae,4c8ed409abef4aefb04fb30210cb6e64,inaturalist,val,706,/Datasets/SnakeCLEF-2021/inaturalist/4c8ed409abef4aefb04fb30210cb6e64.jpg
65,347470,Scolecophis atrocinctus,unknown,unknown,Scolecophis,Colubridae,f2fc08013da349fc8b19523290d68bc0,flickr,val,633,/Datasets/SnakeCLEF-2021/flickr/f2fc08013da349fc8b19523290d68bc0.jpg
66,347471,Thamnophis sirtalis,United States of America,North America,Thamnophis,Colubridae,460e212cca114775ba75a61ecc721e19,herpmapper,val,706,/Datasets/SnakeCLEF-2021/herpmapper/460e212cca114775ba75a61ecc721e19.jpg
67,347472,Nerodia taxispilota,United States of America,North America,Nerodia,Colubridae,dd23ddbdbbdb491bb2f94b102f93283d,herpmapper,val,481,/Datasets/SnakeCLEF-2021/herpmapper/dd23ddbdbbdb491bb2f94b102f93283d.jpg
68,347473,Pantherophis alleghaniensis,United States of America,North America,Pantherophis,Colubridae,a197b1e1580c46ff8b80b54f7b7ad02e,inaturalist,val,516,/Datasets/SnakeCLEF-2021/inaturalist/a197b1e1580c46ff8b80b54f7b7ad02e.jpg
69,347474,Hoplocephalus bitorquatus,Australia,Australia,Hoplocephalus,Elapidae,ec237751dfbe42c787c36f8d31f98e85,inaturalist,val,326,/Datasets/SnakeCLEF-2021/inaturalist/ec237751dfbe42c787c36f8d31f98e85.jpg
70,347475,Thamnophis elegans,United States of America,North America,Thamnophis,Colubridae,86017957b58541bba5f677c26247bd00,herpmapper,val,692,/Datasets/SnakeCLEF-2021/herpmapper/86017957b58541bba5f677c26247bd00.jpg
71,347476,Nerodia rhombifer,United States of America,North America,Nerodia,Colubridae,9afa38fec1fb418a90c25a13eecf64d3,inaturalist,val,479,/Datasets/SnakeCLEF-2021/inaturalist/9afa38fec1fb418a90c25a13eecf64d3.jpg
72,347477,Crotalus horridus,United States of America,North America,Crotalus,Viperidae,1a94505c902b4a47afc84be803124d40,herpmapper,val,173,/Datasets/SnakeCLEF-2021/herpmapper/1a94505c902b4a47afc84be803124d40.jpg
73,347478,Lampropeltis californiae,United States of America,North America,Lampropeltis,Colubridae,f56d15990508467c979ae6509b806f5d,inaturalist,val,347,/Datasets/SnakeCLEF-2021/inaturalist/f56d15990508467c979ae6509b806f5d.jpg
74,347479,Suta suta,unknown,unknown,Suta,Elapidae,287a48f599f34bfdaf0177c63e82c991,flickr,val,667,/Datasets/SnakeCLEF-2021/flickr/287a48f599f34bfdaf0177c63e82c991.jpg
75,347480,Oxybelis fulgidus,Mexico,North America,Oxybelis,Colubridae,e9f0f9d34e3c4a7094f7eeda11159dd0,inaturalist,val,509,/Datasets/SnakeCLEF-2021/inaturalist/e9f0f9d34e3c4a7094f7eeda11159dd0.jpg
76,347481,Aspidites melanocephalus,Australia,Australia,Aspidites,Pythonidae,382053c368564e9fbe197ed3a652b0cb,flickr,val,41,/Datasets/SnakeCLEF-2021/flickr/382053c368564e9fbe197ed3a652b0cb.jpg
77,347482,Diadophis punctatus,United States of America,North America,Diadophis,Colubridae,8f97a381af5b42b48a723ae7b35aac4b,inaturalist,val,226,/Datasets/SnakeCLEF-2021/inaturalist/8f97a381af5b42b48a723ae7b35aac4b.jpg
78,347483,Thamnophis marcianus,United States of America,North America,Thamnophis,Colubridae,ca413d7d046f44e8969862d9a0aab6c8,inaturalist,val,696,/Datasets/SnakeCLEF-2021/inaturalist/ca413d7d046f44e8969862d9a0aab6c8.jpg
79,347484,Nerodia sipedon,United States of America,North America,Nerodia,Colubridae,1564d68061ab47c7a0b9dac18f77dc25,herpmapper,val,480,/Datasets/SnakeCLEF-2021/herpmapper/1564d68061ab47c7a0b9dac18f77dc25.jpg
80,347485,Pituophis catenifer,United States of America,North America,Pituophis,Colubridae,dde58a48d9714ee5b89d3a1db1f5af79,inaturalist,val,545,/Datasets/SnakeCLEF-2021/inaturalist/dde58a48d9714ee5b89d3a1db1f5af79.jpg
81,347486,Nerodia sipedon,United States of America,North America,Nerodia,Colubridae,cff6045d606c452faf0d899e8c4d4942,inaturalist,val,480,/Datasets/SnakeCLEF-2021/inaturalist/cff6045d606c452faf0d899e8c4d4942.jpg
82,347487,Thamnophis sirtalis,United States of America,North America,Thamnophis,Colubridae,2a3ec7991814458c9f47c0e40c387a1c,inaturalist,val,706,/Datasets/SnakeCLEF-2021/inaturalist/2a3ec7991814458c9f47c0e40c387a1c.jpg
83,347488,Pantherophis alleghaniensis,United States of America,North America,Pantherophis,Colubridae,d9d2187bd5924735a6c17e9e3ffbc471,inaturalist,val,516,/Datasets/SnakeCLEF-2021/inaturalist/d9d2187bd5924735a6c17e9e3ffbc471.jpg
84,347489,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,03ee2fcb3557440f87adb67c717324b8,inaturalist,val,165,/Datasets/SnakeCLEF-2021/inaturalist/03ee2fcb3557440f87adb67c717324b8.jpg
85,347490,Thamnophis couchii,United States of America,North America,Thamnophis,Colubridae,da2c6a36d62446279e6889240a0d552c,inaturalist,val,690,/Datasets/SnakeCLEF-2021/inaturalist/da2c6a36d62446279e6889240a0d552c.jpg
86,347491,Regina grahamii,United States of America,North America,Regina,Colubridae,9e05029380c54d2ab6fe6f52254807b8,inaturalist,val,608,/Datasets/SnakeCLEF-2021/inaturalist/9e05029380c54d2ab6fe6f52254807b8.jpg
87,347492,Pantherophis spiloides,United States of America,North America,Pantherophis,Colubridae,293174c394d246d7b444b823cb4ec519,inaturalist,val,523,/Datasets/SnakeCLEF-2021/inaturalist/293174c394d246d7b444b823cb4ec519.jpg
88,347493,Lycodon ruhstrati,Taiwan,Asia,Lycodon,Colubridae,c94823a76bcd4fb2910e89f1f961f94a,inaturalist,val,401,/Datasets/SnakeCLEF-2021/inaturalist/c94823a76bcd4fb2910e89f1f961f94a.jpg
89,347494,Agkistrodon piscivorus,United States of America,North America,Agkistrodon,Viperidae,c5651209aa0f4b9090ac59992f52056b,inaturalist,val,20,/Datasets/SnakeCLEF-2021/inaturalist/c5651209aa0f4b9090ac59992f52056b.jpg
90,347495,Natrix natrix,Austria,Europe,Natrix,Colubridae,d7fb4329eec84f43babe5ddf0a05106a,inaturalist,val,471,/Datasets/SnakeCLEF-2021/inaturalist/d7fb4329eec84f43babe5ddf0a05106a.jpg
91,347496,Agkistrodon piscivorus,United States of America,North America,Agkistrodon,Viperidae,45b9f96be07f4f089e5e266ed3137539,inaturalist,val,20,/Datasets/SnakeCLEF-2021/inaturalist/45b9f96be07f4f089e5e266ed3137539.jpg
92,347497,Xenochrophis flavipunctatus,Thailand,Asia,Xenochrophis,Colubridae,8b44854dcd214432b51d050ce0a290cf,inaturalist,val,756,/Datasets/SnakeCLEF-2021/inaturalist/8b44854dcd214432b51d050ce0a290cf.jpg
93,347498,Lampropeltis triangulum,United States of America,North America,Lampropeltis,Colubridae,32aa9d346f1f44108ab8e8c01df6e9b6,herpmapper,val,363,/Datasets/SnakeCLEF-2021/herpmapper/32aa9d346f1f44108ab8e8c01df6e9b6.jpg
94,347499,Gonyosoma oxycephalum,Indonesia,Asia,Gonyosoma,Colubridae,0e3942b96aa1494cb98aa492e80806ed,inaturalist,val,302,/Datasets/SnakeCLEF-2021/inaturalist/0e3942b96aa1494cb98aa492e80806ed.jpg
95,347500,Natrix maura,Portugal,Europe,Natrix,Colubridae,9382095ad90e46a7ab359e5b25f5a68d,inaturalist,val,470,/Datasets/SnakeCLEF-2021/inaturalist/9382095ad90e46a7ab359e5b25f5a68d.jpg
96,347501,Lampropeltis getula,unknown,unknown,Lampropeltis,Colubridae,8c8cd5a19cba4a01a13fb0492b225525,flickr,val,352,/Datasets/SnakeCLEF-2021/flickr/8c8cd5a19cba4a01a13fb0492b225525.jpg
97,347502,Crotalus atrox,United States of America,North America,Crotalus,Viperidae,c4ec6171fae24fa884d08a3e0175bde8,inaturalist,val,165,/Datasets/SnakeCLEF-2021/inaturalist/c4ec6171fae24fa884d08a3e0175bde8.jpg
98,347503,Pseudonaja textilis,Australia,Australia,Pseudonaja,Elapidae,ba3978a8105c4f7cbe04ff0bd2cd2857,inaturalist,val,590,/Datasets/SnakeCLEF-2021/inaturalist/ba3978a8105c4f7cbe04ff0bd2cd2857.jpg
99,347504,Pantherophis alleghaniensis,United States of America,North America,Pantherophis,Colubridae,1f1e293483344154beede3bce88c596f,inaturalist,val,516,/Datasets/SnakeCLEF-2021/inaturalist/1f1e293483344154beede3bce88c596f.jpg
100,347505,Pituophis catenifer,United States of America,North America,Pituophis,Colubridae,fdaf5cd954d24f8986e05ad2bc1a8d0d,inaturalist,val,545,/Datasets/SnakeCLEF-2021/inaturalist/fdaf5cd954d24f8986e05ad2bc1a8d0d.jpg
101,347506,Naja atra,Taiwan,Asia,Naja,Elapidae,9d32bd3add7746ea9275f4026c7ec9a0,inaturalist,val,457,/Datasets/SnakeCLEF-2021/inaturalist/9d32bd3add7746ea9275f4026c7ec9a0.jpg
102,347507,Morelia spilota,Australia,Oceania,Morelia,Pythonidae,2c1dfa63b78f495d9c9107949d3dbdd2,herpmapper,val,453,/Datasets/SnakeCLEF-2021/herpmapper/2c1dfa63b78f495d9c9107949d3dbdd2.jpg
103,347508,Natrix natrix,unknown,unknown,Natrix,Colubridae,81795e22b4d44629b6e3ad540ddd07b9,flickr,val,471,/Datasets/SnakeCLEF-2021/flickr/81795e22b4d44629b6e3ad540ddd07b9.jpg
104,347509,Diadophis punctatus,United States of America,North America,Diadophis,Colubridae,a9f00b6b07534e10a32852b06f175b9e,inaturalist,val,226,/Datasets/SnakeCLEF-2021/inaturalist/a9f00b6b07534e10a32852b06f175b9e.jpg
105,347510,Storeria dekayi,United States of America,North America,Storeria,Colubridae,54eb2a8bf09c4f9f98c531d572000bef,inaturalist,val,661,/Datasets/SnakeCLEF-2021/inaturalist/54eb2a8bf09c4f9f98c531d572000bef.jpg
106,347511,Natrix helvetica,unknown,unknown,Natrix,Colubridae,168f30442c6c4fecac1e577651931121,inaturalist,val,469,/Datasets/SnakeCLEF-2021/inaturalist/168f30442c6c4fecac1e577651931121.jpg
107,347512,Philothamnus natalensis,South Africa,Africa,Philothamnus,Colubridae,c3c3c48c67b047b09fc986ca8eaa6d61,inaturalist,val,539,/Datasets/SnakeCLEF-2021/inaturalist/c3c3c48c67b047b09fc986ca8eaa6d61.jpg
108,347513,Micrurus fulvius,United States of America,North America,Micrurus,Elapidae,be1c28f9ce4848d9beb3d5fa835f5a1c,inaturalist,val,441,/Datasets/SnakeCLEF-2021/inaturalist/be1c28f9ce4848d9beb3d5fa835f5a1c.jpg
109,347514,Lichanura trivirgata,unknown,unknown,Lichanura,Boidae,030c247cdf874fff933d8c6ace901669,flickr,val,389,/Datasets/SnakeCLEF-2021/flickr/030c247cdf874fff933d8c6ace901669.jpg
110,347515,Crotalus scutulatus,United States of America,North America,Crotalus,Viperidae,9107f14d67544d0093b048d78bc64e1a,inaturalist,val,186,/Datasets/SnakeCLEF-2021/inaturalist/9107f14d67544d0093b048d78bc64e1a.jpg
111,347516,Thamnophis sirtalis,United States of America,North America,Thamnophis,Colubridae,3177cdb9a3c84fcfad0069f6b868ca58,herpmapper,val,706,/Datasets/SnakeCLEF-2021/herpmapper/3177cdb9a3c84fcfad0069f6b868ca58.jpg
112,347517,Thamnophis proximus,United States of America,North America,Thamnophis,Colubridae,f044da2b0f4d44c994a78f1c05e954dd,inaturalist,val,699,/Datasets/SnakeCLEF-2021/inaturalist/f044da2b0f4d44c994a78f1c05e954dd.jpg
113,347518,Pantherophis obsoletus,United States of America,North America,Pantherophis,Colubridae,ba3e541802334fcbad2bfa40909fc89a,herpmapper,val,520,/Datasets/SnakeCLEF-2021/herpmapper/ba3e541802334fcbad2bfa40909fc89a.jpg
114,347519,Micrurus tener,United States of America,North America,Micrurus,Elapidae,34957915fdc14fbfba0c3f1e7a03b1dc,inaturalist,val,448,/Datasets/SnakeCLEF-2021/inaturalist/34957915fdc14fbfba0c3f1e7a03b1dc.jpg
115,347520,Coronella girondica,France,Europe,Coronella,Colubridae,2ceeee3c9c4d4dbc9472eb2099e32406,inaturalist,val,162,/Datasets/SnakeCLEF-2021/inaturalist/2ceeee3c9c4d4dbc9472eb2099e32406.jpg
116,347521,Haldea striatula,United States of America,North America,Haldea,Colubridae,6fa0a75366cd4a93b1ce749831483d0d,inaturalist,val,305,/Datasets/SnakeCLEF-2021/inaturalist/6fa0a75366cd4a93b1ce749831483d0d.jpg
117,347522,Pantherophis spiloides,Canada,North America,Pantherophis,Colubridae,d65b4b33e92c4b0083620e4984a506b9,inaturalist,val,523,/Datasets/SnakeCLEF-2021/inaturalist/d65b4b33e92c4b0083620e4984a506b9.jpg
